source;source_id;official_code;name;address;postal_code;municipality;province;autonomous_region;ownership;education_levels;latitude;longitude;phone;email;website;last_source_update
andalucia;18000374;18000374;Colegio de Educación Infantil y Primaria Cervantes;C/ Cuba, 37;18120;Alhama de Granada;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.007030067;-3.987703482;958369901;18000374.edu@juntadeandalucia.es;;
andalucia;18000398;18000398;Escuela Municipal de Música;Plaza Blas Infante, s/n;18500;Guadix;Granada;Andalucía;Público;Música/Danza;37.299074834;-3.144465195;958669002;emmguadix@gmail.com;;
andalucia;18000441;18000441;Escuela Municipal de Música Dama de Baza;C/ Arco de la Magdalena, s/n;18800;Baza;Granada;Andalucía;Público;Música/Danza;37.490568312;-2.774843543;670286815;musicaenbaza@gmail.com;;
andalucia;18000453;18000453;Colegio de Educación Infantil y Primaria Sagrado Corazón de Jesús;C/ Ángel Ganivet, s/n;18620;Alhendín;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.11124739303445;-3.642694652080536;958893989;18000453.edu@juntadeandalucia.es;;
andalucia;18000489;18000489;Centro de Educación Infantil Santa Dorotea;C/ Cuatro Veredas, 52;18500;Guadix;Granada;Andalucía;Privado;Infantil|Primaria;37.2912433814783;-3.13763291626745;958663486;18000489.edu@juntadeandalucia.es;;
andalucia;18000519;18000519;Instituto de Educación Secundaria Nazarí;Avda. de Nicaragua, s/n;18680;Salobreña;Granada;Andalucía;Público;ESO|Bachillerato|FP|Educación Especial;36.74417156838554;-3.5803091526031494;958649502;18000519.edu@juntadeandalucia.es;;
andalucia;18000520;18000520;Colegio de Educación Infantil y Primaria Arcos de Torrecuevas;Ctra. del Suspiro, s/n;18690;Almuñécar;Granada;Andalucía;Público;Infantil|Primaria;36.762369626986874;-3.6904942989349365;600148498;18000520.edu@juntadeandalucia.es;;
andalucia;18000556;18000556;Colegio de Educación Infantil y Primaria Virgen de la Antigua;C/ Cariñena, s/n;18690;Almuñécar;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;36.734636710464635;-3.68891179561615;958649623;18000556.edu@juntadeandalucia.es;;
andalucia;18000581;18000581;Centro Docente Privado Escuela Arte Granada, Centro de Formación;Avda. Doctor Oloríz, 6 bajo;18012;Granada;Granada;Andalucía;Privado;Primaria|FP;37.187157778;-3.607771892;958278060;administracion@escuelaartegranada.com;;
andalucia;18000593;18000593;Colegio de Educación Infantil y Primaria La Santa Cruz;Ctra. Suspiro del Moro, s/n;18690;Almuñécar;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;36.74056496925169;-3.688933253288269;958649633;18000593.edu@juntadeandalucia.es;;
andalucia;18000601;18000601;Instituto de Educación Secundaria Antigua Sexi;C/ Lo Colorado, s/n;18690;Almuñécar;Granada;Andalucía;Público;ESO|Bachillerato|FP|Adultos;36.738995895271486;-3.700547218322754;958649590;18000601.edu@juntadeandalucia.es;;
andalucia;18000611;18000611;Colegio de Educación Infantil y Primaria Rafael Pérez del Álamo;Avda. Rafael Pérez del Álamo, s/n;18300;Loja;Granada;Andalucía;Público;Infantil|Primaria;37.16462578999629;-4.139581918716431;958338567;18000611.edu@juntadeandalucia.es;;
andalucia;18000623;18000623;Colegio de Educación Infantil y Primaria Al-Zawiya;Glor. Doctor Luis Masats, s/n;18140;La Zubia;Granada;Andalucía;Público;Infantil|Primaria;37.11734748735395;-3.5763931274414062;958893897;18000623.edu@juntadeandalucia.es;;
andalucia;18000635;18000635;Colegio de Educación Infantil y Primaria Las Gaviotas;C/ Las Palomas, s/n;18697;Almuñécar;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;36.729481474;-3.735987842;697952236;18000635.edu@juntadeandalucia.es;;
andalucia;18000702;18000702;Colegio de Educación Infantil y Primaria Ntra. Sra. de los Remedios;C/ Virgen de los Remedios, 5;18194;Vegas del Genil;Granada;Andalucía;Público;Infantil|Primaria;37.163296277855146;-3.6652976274490356;958893957;18000702.edu@juntadeandalucia.es;;
andalucia;18000738;18000738;Instituto de Educación Secundaria Al-Fakar;Avda. García Lorca, s/n;18170;Alfacar;Granada;Andalucía;Público;ESO;37.23755705055775;-3.560745120048523;958893962;18000738.edu@juntadeandalucia.es;;
andalucia;18000751;18000751;Colegio de Educación Infantil y Primaria San Miguel;C/ San Sebastián, s/n;18100;Armilla;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.143981667;-3.623392323;671568779;18000751.edu@juntadeandalucia.es;;
andalucia;18000787;18000787;Instituto de Educación Secundaria Luis Bueno Crespo;Avda. de Las Palmeras, s/n;18100;Armilla;Granada;Andalucía;Público;ESO|Bachillerato|FP|Adultos;37.142675158957175;-3.6141639947891235;958893739;18000787.edu@juntadeandalucia.es;;
andalucia;18000799;18000799;Centro Docente Privado Escuelas Profesionales de la Sagrada Familia-Nuestra Señora del Rosario;Ctra. Alcalá, 5;18230;Atarfe;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.21853894840787;-3.6944961547851562;958436418;atarfe@safa.edu;;
andalucia;18000842;18000842;Instituto de Educación Secundaria Alhendín;C/ Real, s/n;18620;Alhendín;Granada;Andalucía;Público;ESO|Bachillerato;37.110734038696876;-3.641447424888611;958893900;18000842.edu@juntadeandalucia.es;;
andalucia;18000854;18000854;Instituto de Educación Secundaria Los Cahorros;C/ de los Neveros, s/n;18198;Monachil;Granada;Andalucía;Público;ESO|FP;37.12980709233029;-3.5559064149856567;671534818;18000854.edu@juntadeandalucia.es;;
andalucia;18000881;18000881;Colegio de Educación Infantil y Primaria Doctor Jiménez Rueda;Avda. Diputación, s/n;18230;Atarfe;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.21950438480495;-3.689357042312622;958893910;18000881.edu@juntadeandalucia.es;;
andalucia;18000891;18000891;Instituto de Educación Secundaria Clara Campoamor;Avda. Vistalegre, s/n;18210;Peligros;Granada;Andalucía;Público;ESO|Bachillerato;37.231192147;-3.628066247;958893818;18000891.edu@juntadeandalucia.es;;
andalucia;18000908;18000908;Instituto de Educación Secundaria Iliberis;Avda. Andalucía, 84;18230;Atarfe;Granada;Andalucía;Público;ESO|Bachillerato|FP|Educación Especial;37.22400674357059;-3.680065870285034;958893993;18000908.edu@juntadeandalucia.es;;
andalucia;18000969;18000969;Centro Docente Privado La Presentación de Nuestra Señora;C/ Almendro, 34;18800;Baza;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.4914001664715;-2.7719074487686157;958701322;18000969.edu@juntadeandalucia.es;;
andalucia;18000982;18000982;Colegio de Educación Infantil y Primaria San José de Calasanz;C/ Blas Infante, 1;18800;Baza;Granada;Andalucía;Público;Infantil|Primaria;37.482810319822356;-2.766752243041992;958869926;18000982.edu@juntadeandalucia.es;;
andalucia;18001019;18001019;Centro Docente Privado Divino Maestro;Cmo. Fuente de San Juan, 1;18800;Baza;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.481798237;-2.779620152;958701644;secretaria@divinomaestrofebaza.com;;
andalucia;18001020;18001020;Colegio de Educación Infantil y Primaria Ciudad de Baza;Avda. Ingeniero Gutiérrez Segura, s/n;18800;Baza;Granada;Andalucía;Público;Infantil|Primaria;37.49256640249286;-2.775421142578125;958869501;18001020.edu@juntadeandalucia.es;;
andalucia;18001032;18001032;Colegio de Educación Infantil y Primaria Francisco de Velasco;C/ Francisco de Velasco, s/n;18800;Baza;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.489706112369724;-2.7817726135253906;958869928;18001032.edu@juntadeandalucia.es;;
andalucia;18001081;18001081;Instituto de Educación Secundaria Laurel de la Reina;C/ Everest, s/n;18140;La Zubia;Granada;Andalucía;Público;ESO|Bachillerato|Educación Especial;37.112813264;-3.591431523;958893722;18001081.edu@juntadeandalucia.es;;
andalucia;18001123;18001123;Instituto de Educación Secundaria Pedro Jiménez Montoya;C/ Isaac Peral, 2;18800;Baza;Granada;Andalucía;Público;ESO|Bachillerato|FP|Educación Especial;37.48530054055639;-2.767277956008911;671530270;18001123.edu@juntadeandalucia.es;;
andalucia;18001147;18001147;Instituto de Educación Secundaria José de Mora;C/ Blas Infante, 9;18800;Baza;Granada;Andalucía;Público;ESO|Bachillerato|FP|Adultos;37.48391709484007;-2.7674388885498047;958869912;18001147.edu@juntadeandalucia.es;;
andalucia;18001160;18001160;Colegio de Educación Infantil y Primaria Virgen de la Cabeza;C/ Moraleda, s/n;18184;Beas de Granada;Granada;Andalucía;Público;Infantil|Primaria;37.21760116;-3.479227611;958893115;18001160.edu@juntadeandalucia.es;;
andalucia;18001196;18001196;Colegio de Educación Infantil y Primaria La Almohada;C/ Escuelas, s/n;18193;Vegas del Genil;Granada;Andalucía;Público;Infantil|Primaria;37.174329237805466;-3.6861813068389893;958893802;18001196.edu@juntadeandalucia.es;;
andalucia;18001202;18001202;Colegio de Educación Infantil y Primaria Andalucía;C/ Escuelas, 7;18510;Benalúa;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.349963627112686;-3.170928955078125;958699946;18001202.edu@juntadeandalucia.es;;
andalucia;18001226;18001226;Colegio de Educación Infantil y Primaria San Sebastián;C/ Paseo, 48;18564;Benalúa de las Villas;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.424992099;-3.681803974;958399512;18001226.edu@juntadeandalucia.es;;
andalucia;18001238;18001238;Colegio de Educación Infantil y Primaria Amancia Burgos;Parque San León, s/n;18817;Benamaurel;Granada;Andalucía;Público;Infantil|Primaria;37.609013018584356;-2.704803943634033;958729900;18001238.edu@juntadeandalucia.es///cpamanciaburgos@hotmail.com;;
andalucia;18001381;18001381;Colegio de Educación Infantil y Primaria San Francisco;C/ Goya, s/n;18198;Cájar;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.126797171397584;-3.5664260387420654;958893173;18001381.edu@juntadeandalucia.es;;
andalucia;18001421;18001421;Colegio de Educación Infantil y Primaria Ntra. Sra. del Rosario;C/ El Molino, 3;18290;Calicasas;Granada;Andalucía;Público;Infantil|Primaria;37.273607168;-3.618414104;958893836;18001421.edu@juntadeandalucia.es;;
andalucia;18001433;18001433;Colegio de Educación Infantil y Primaria Tirso de Molina;C/ Tirso de Molina, s/n;18565;Campotéjar;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.4810744;-3.618207699999971;958399508;18001433.edu@juntadeandalucia.es;;
andalucia;18001470;18001470;Colegio de Educación Infantil y Primaria Juan XXIII;C/ Alcalde Felipe, s/n;18810;Caniles;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.432993049;-2.725023554;958869933;18001470.edu@juntadeandalucia.es;;
andalucia;18001640;18001640;Colegio de Educación Infantil y Primaria Los Ríos;C/ Eras Bajas, s/n;18818;Castilléjar;Granada;Andalucía;Público;Infantil|Primaria;37.71385455191964;-2.6432418823242187;958729902;18001640.edu@juntadeandalucia.es;;
andalucia;18001688;18001688;Colegio de Educación Infantil y Primaria Ntra. Sra. del Rosario;C/ Nueva del Río, s/n;18816;Castril;Granada;Andalucía;Público;Infantil|Primaria|ESO|Educación Especial;37.796496125164445;-2.7819228172302246;958729507;18001688.edu@juntadeandalucia.es;;
andalucia;18001743;18001743;Centro Docente Privado Abenamar;C/ Andrés Segovia, 127;18194;Churriana de la Vega;Granada;Andalucía;Privado;Primaria|FP;37.145704761;-3.635004072;958553713;direccion@abenamar.org;;
andalucia;18001792;18001792;Colegio de Educación Infantil y Primaria El Zargal;Ctra. de la Sierra, s/n;18190;Cenes de la Vega;Granada;Andalucía;Público;Infantil|Primaria;37.156082246290154;-3.5330337963929423;958893178;18001792.edu@juntadeandalucia.es;;
andalucia;18001809;18001809;Colegio de Educación Infantil y Primaria Rogelio Arasil;C/ Manuel de Falla, 2;18339;Cijuela;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.19839439338552;-3.8077551126480103;958893804;18001809.edu@juntadeandalucia.es;;
andalucia;18001822;18001822;Colegio de Educación Infantil y Primaria Hurtado de Mendoza;Bda. de Santa Adela, s/n;18197;Cogollos Vega;Granada;Andalucía;Público;Infantil|Primaria;37.276364762;-3.570048605;958893806;18001822.edu@juntadeandalucia.es;;
andalucia;18001834;18001834;Instituto de Educación Secundaria Emilio Muñoz;Pago de Catacena, s/n;18197;Cogollos Vega;Granada;Andalucía;Público;ESO|Bachillerato|FP;37.27927754684054;-3.571157455444336;958893727;iescogollosvega@gmail.com;;
andalucia;18001858;18001858;Colegio de Educación Infantil y Primaria Juan Alonso Rivas;C/ Pilar Leones,45;18564;Colomera;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.373216129;-3.711376298;958399587;18001858.edu@juntadeandalucia.es;;
andalucia;18001871;18001871;Colegio de Educación Infantil y Primaria Ntra. Sra. del Rosario;C/ Mayor, s/n;18815;Cortes de Baza;Granada;Andalucía;Público;Infantil|Primaria;37.736648994;-2.863983522;958729500;18001871.edu@juntadeandalucia.es;;
andalucia;18001895;18001895;Colegio de Educación Infantil y Primaria Stos. Médicos Cosme y Damián;C/ Santos Médicos, s/n;18814;Cortes de Baza;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.654168579;-2.770122044;958729517;18001895.edu@juntadeandalucia.es;;
andalucia;18002048;18002048;Centro autorizado de Enseñanzas Deportivas Sierra Nevada;C/ Torre de la Cautiva, 15, local 3;18193;Granada;Granada;Andalucía;Privado;Primaria;37.1525581;-3.592104699999936;958482511;isedigest.granada@isedi.es;;
andalucia;18002103;18002103;Colegio de Educación Primaria Francisco Ayala;Ctra. Belicena, s/n;18194;Cúllar Vega;Granada;Andalucía;Público;Primaria;37.15888007772398;-3.677501678466797;958893808;18002103.edu@juntadeandalucia.es;;
andalucia;18002139;18002139;Colegio de Educación Infantil y Primaria El Sauce;C/ Verbena, s/n;18330;Chauchina;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.200990199;-3.771031903;958893812;18002139.edu@juntadeandalucia.es;;
andalucia;18002140;18002140;Centro Docente Privado Virgen del Espino;C/ San José Obrero, s/n;18330;Chauchina;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.20196654550703;-3.767511248588562;958446058;direccion@colegiovirgendelespino.org;;
andalucia;18002188;18002188;Centro Docente Privado El Soto;Cmo. de los Diecinueve, s/n;18330;Chauchina;Granada;Andalucía;Privado;Primaria|FP|Adultos;37.19218545404583;-3.7762069702148438;958455085;elsoto@efaelsoto.com;;
andalucia;18002221;18002221;Colegio de Educación Infantil y Primaria Ntra. Sra. del Rosario;C/ Río Seco, s/n;18329;Chimeneas;Granada;Andalucía;Público;Infantil|Primaria;37.131111645;-3.820013122;958893841;18002221.edu@juntadeandalucia.es;;
andalucia;18002231;18002231;Colegio de Educación Primaria Virgen de la Cabeza;C/ San Ramón, s/n;18194;Churriana de la Vega;Granada;Andalucía;Público;Primaria;37.143780859;-3.640764124;958893821;18002231.edu@juntadeandalucia.es;;
andalucia;18002243;18002243;Instituto de Educación Secundaria Federico García Lorca;C/ San Ramón, 10;18194;Churriana de la Vega;Granada;Andalucía;Público;ESO|Bachillerato|FP;37.14362446102678;-3.639993667602539;958893827;18002243.edu@juntadeandalucia.es;;
andalucia;18002255;18002255;Colegio de Educación Infantil y Primaria Ntra. Sra. del Amparo;C/ Espinosa San Martín, s/n;18181;Darro;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.34790119;-3.291612245;958699909;18002255.edu@juntadeandalucia.es;;
andalucia;18002279;18002279;Colegio de Educación Infantil y Primaria Ntra. Sra. del Rosario;C/ Eras, s/n;18567;Dehesas Viejas;Granada;Andalucía;Público;Infantil|Primaria|ESO|Educación Especial;37.472112068575804;-3.552650213241577;958399638;18002279.edu@juntadeandalucia.es;;
andalucia;18002280;18002280;Colegio de Educación Infantil y Primaria San Isidoro;Avda. Islas Canarias, s/n;18570;Deifontes;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.328490739;-3.593817687;958893328;18002280.edu@juntadeandalucia.es;;
andalucia;18002292;18002292;Colegio de Educación Infantil y Primaria Cristo de la Fe;Ctra. de Murcia, s/n;18180;Diezma;Granada;Andalucía;Público;Infantil|Primaria;37.32136954024183;-3.3385562896728515;958699919;18002292.edu@juntadeandalucia.es;;
andalucia;18002322;18002322;Colegio de Educación Infantil y Primaria Federico García Lorca;Cmo. de la Ermita, s/n;18152;Dílar;Granada;Andalucía;Público;Infantil|Primaria;37.06688930242894;-3.5942459106445312;958893833;18002322.edu@juntadeandalucia.es;;
andalucia;18002395;18002395;Colegio de Educación Infantil y Primaria Maestro Manuel Morales;C/ Eras, s/n;18650;Dúrcal;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;36.985216299;-3.572015031;958779915;18002395.edu@juntadeandalucia.es;;
andalucia;18002401;18002401;Colegio de Educación Infantil y Primaria Cristo del Rescate;C/ Ermita, s/n;18130;Escúzar;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.0614101376777;-3.7620770931243896;958893742;18002401.edu@juntadeandalucia.es;;
andalucia;18002437;18002437;Colegio de Educación Infantil y Primaria Rafael Vidal;C/ Real, s/n;18515;Fonelas;Granada;Andalucía;Público;Infantil|Primaria;37.41420938511822;-3.1733322143554687;958699719;18002437.edu@juntadeandalucia.es;;
andalucia;18002486;18002486;Colegio de Educación Infantil y Primaria Federico García Lorca;C/ D. Francisco Giner de los Ríos, s/n;18340;Fuente Vaqueros;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.223126131;-3.783632984;958893118;18002486.edu@juntadeandalucia.es;;
andalucia;18002516;18002516;Colegio de Educación Primaria Ntra. Sra. de las Nieves;C/ San Cristóbal, s/n;18110;Las Gabias;Granada;Andalucía;Público;Primaria|Educación Especial;37.135699607;-3.672556995;958893838;18002516.edu@juntadeandalucia.es;;
andalucia;18002531;18002531;Colegio de Educación Infantil y Primaria Pilar Izquierdo;C/ Avicena, s/n;18110;Las Gabias;Granada;Andalucía;Público;Infantil|Primaria|Educación Especial;37.14916609477133;-3.6732101440429688;958893505;18002531.edu@juntadeandalucia.es;;
andalucia;18002553;18002553;Colegio de Educación Infantil y Primaria Cristo de la Expiración;Avda. Don Nicasio Tomás, s/n;18840;Galera;Granada;Andalucía;Público;Infantil|Primaria;37.743397172;-2.550737062;958729904;18002553.edu@juntadeandalucia.es;;
andalucia;18002589;18002589;Colegio de Educación Infantil y Primaria Virgen de la Paz;C/ Eras, s/n;18150;Gójar;Granada;Andalucía;Público;Infantil|Primaria|ESO;37.104852488;-3.60601079;958894840;18002589.edu@juntadeandalucia.es;;
andalucia;18002693;18002693;Colegio de Educación Infantil y Primaria San Juan de Dios;Avda. de Maracena, 111;18014;Granada;Granada;Andalucía;Público;Infantil|Primaria;37.20107352332477;-3.625187873840332;958893367;18002693.edu@juntadeandalucia.es;;
andalucia;18002711;18002711;Centro Docente Privado Cerrillo de Maracena;Avda. de Maracena, 135;18014;Granada;Granada;Andalucía;Privado;Infantil|Primaria;37.203408088;-3.627080965;958161308;"cc-cerrillomaracena@telefonica.net;";;
andalucia;18002784;18002784;Centro Docente Privado Santo Tomás de Villanueva;C/ SantoTomás de Villanueva, 17;18004;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.18003103510192;-3.6151885986328125;958202261;direccion@agustinosgranada.es;;
andalucia;18002814;18002814;Centro Docente Privado Nuestra Señora de la Consolación;C/ Arzobispo Guerrero, 23;18015;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.192731084;-3.62627158;958202714;direccion@colegioconsolacion.es;;
andalucia;18002841;18002841;Centro Docente Privado Dulce Nombre de María;Paseo de los Basilios, 2;18008;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.168574339;-3.594749175;958184040;infogranadagenil@escolapiosemaus.org;;
andalucia;18002851;18002851;Centro Docente Privado Inmaculada Niña;Cmo. Bajo de Huétor, 49;18008;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.15922209663144;-3.588409423828125;958120605;inmaculadang@planalfa.es;;
andalucia;18002875;18002875;Centro Docente Privado La Inmaculada;C/ Carril del Picón, 5;18002;Granada;Granada;Andalucía;Privado;Primaria|ESO|Bachillerato;37.176401051;-3.604892147;958283211;direcciongranada@maristasmediterranea.com;;
andalucia;18002887;18002887;Centro Docente Privado Ave María-Casa Madre;C/ Cuesta del Chapiz, 18;18010;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato|FP|Educación Especial;37.180561015389465;-3.588079512119293;958221460;direccion@casamadre.amgr.es;;
andalucia;18002917;18002917;Centro Docente Privado Santa Marta;C/ Concha Espina, 20;18007;Granada;Granada;Andalucía;Privado;Infantil|Primaria;37.157463562;-3.601250148;958813606;martatitos@colegiosantamarta.es;;
andalucia;18002930;18002930;Centro Docente Privado La Presentación de Nuestra Señora;C/ Gran Capitán, 14;18002;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.17812905909927;-3.604741394519806;958201911;secretaria.presentaciongranada@fesd.es;;
andalucia;18002966;18002966;Centro Docente Privado La Asunción;C/ Martínez de la Rosa, 5;18002;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.17697930206775;-3.6070775985717773;958201731;secretaria@asunciongranada.es      -      asuncion@asunciongranada.es;;
andalucia;18002978;18002978;Centro Docente Privado Nazaret;C/ Obispo Hurtado, 6;18002;Granada;Granada;Andalucía;Privado;Infantil|Primaria;37.17498748825074;-3.605285882949829;958254734;18002978.edu@juntadeandalucia.es;;
andalucia;18002991;18002991;Centro Docente Privado Nuestra Señora de las Mercedes;Plaza Padre Suárez, 4;18009;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|FP|Adultos|Educación Especial;37.174545556;-3.595730898;958221332;nsmercedesgr@planalfa.es;;
andalucia;18003004;18003004;Instituto de Educación Secundaria Arabuleila;C/ Maestro Diego Montes, 2;18195;Cúllar Vega;Granada;Andalucía;Público;ESO|Bachillerato;37.15946150894593;-3.6772871017456054;958893507;18003004.edu@juntadeandalucia.es;;
andalucia;18003016;18003016;Centro Docente Privado El Carmelo;C/ Francisco Palau y Quer, 19;18006;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.155107431;-3.607244983;958812611;dirgeneral@elcarmelogranada.es;;
andalucia;18003028;18003028;Centro Docente Privado Regina Mundi;C/ Arabial, 63;18004;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.17406422626674;-3.610210418701172;958250750;info@colegioreginamundi.com;;
andalucia;18003031;18003031;Centro Docente Privado Sagrado Corazón;Paseo de los Basilios, 3;18008;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.16825083611282;-3.5930871963500977;958819111;secretaria.granada@fesofiabarat.es;;
andalucia;18003065;18003065;Centro Docente Privado Sagrada Familia;C/ Santa Bárbara, 14;18001;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.182373177955135;-3.6045026779174804;958205111;18003065.edu@juntadeandalucia.es;;
andalucia;18003089;18003089;Centro Docente Privado Compañía de María;Avda. de Andalucia, 10;18014;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO;37.18832223618301;-3.611626625061035;958204211;administracion@ciamariagranada.org;;
andalucia;18003132;18003132;Centro Docente Privado Santo Domingo;C/ Vistillas, 2;18009;Granada;Granada;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;37.170507852461476;-3.5881519317626953;958225544;direccion@sdomingo.es;;
andalucia;18003284;18003284;Escuela Oficial de Idiomas Granada;C/ Villa de Oña, 10;18013;Granada;Granada;Andalucía;Público;Idiomas;37.19303584824896;-3.6170607805252075;958894854;info@eoidegranada.org;;
andalucia;18003302;18003302;Colegio de Educación Infantil y Primaria Santa Juliana;C/ Virgen del Monte, s/n;18015;Granada;Granada;Andalucía;Público;Infantil|Primaria;37.191100012354674;-3.627365827560425;958893431;18003302.edu@juntadeandalucia.es;;
