source;source_id;official_code;name;address;postal_code;municipality;province;autonomous_region;ownership;education_levels;latitude;longitude;phone;email;website;last_source_update
andalucia;04000377;04000377;Colegio de Educación Infantil y Primaria Inmaculada Concepción;C/ Alcalde Juan Martínez Rodríguez, s/n;04400;Alhama de Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.9608424484283;-2.5711401595553353;950156859;04000377.edu@juntadeandalucia.es;;
andalucia;04000432;04000432;Centro Docente Privado La Milagrosa;C/ Alcalde Muñoz, 18;04004;Almería;Almería;Andalucía;Privado;Infantil|Primaria;36.84207381614425;-2.4610233306884765;950231108;colegiolamilagrosa@cevlamilagrosaalmeriaesur.es;;
andalucia;04000444;04000444;Centro de Educación Infantil Gnomos;C/ Emilia Pardo Bazán, 22;04700;El Ejido;Almería;Andalucía;Privado;Infantil|Primaria;36.77106049509952;-2.820755979092492;950489496;gnomosei@gmail.com;;
andalucia;04000456;04000456;Centro Docente Privado Divina Infantita;C/ Calzada de Castro, 56;04006;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.8380897183971;-2.448674440383911;950268392;secretaria@einalmeria.org;;
andalucia;04000468;04000468;Centro Docente Privado Nuestra Señora de Fátima;C/ Briviesca, 1;04007;Almería;Almería;Andalucía;Privado;Infantil|Primaria;36.83129738362264;-2.450155019760132;950244258;04000468.edu@juntadeandalucia.es;;
andalucia;04000471;04000471;Centro Docente Privado El Arcángel;C/ Hermanos Pinzón, 61;04005;Almería;Almería;Andalucía;Privado;Infantil|Primaria;36.84179573196989;-2.454641505014383;950269780;04000471.edu@juntadeandalucia.es;;
andalucia;04000493;04000493;Centro Docente Privado Stella Maris;Avda. Federico García Lorca, 22;04004;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;36.83695366807377;-2.460559961006993;950250388;direccion@jesuitinas-stella.es;;
andalucia;04000511;04000511;Centro Docente Privado María Inmaculada;C/ Infanta, 2;04001;Almería;Almería;Andalucía;Privado;Primaria|ESO|FP;36.838830058;-2.46573787;950238389;cesmi@planalfa.es;;
andalucia;04000560;04000560;Centro Docente Privado Compañía de María;Rbla.  Obispo Orbera, 35;04001;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;36.840153699465084;-2.4607131093231213;950235422;titularidad@ciamariaalmeria.org;;
andalucia;04000572;04000572;Centro Docente Privado San Francisco;Plaza Inmaculada, 1;04003;Almería;Almería;Andalucía;Privado;Infantil|Primaria;36.84503566402858;-2.4635281540319056;950257230;direccionacademica@franciscanos-almeria.com;;
andalucia;04000584;04000584;Centro Docente Privado Amor de Dios;C/ Cordoneros, 22;04002;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|FP;36.838776646609254;-2.4786293506622314;950238694;direccion.general@amordiosal.com;;
andalucia;04000602;04000602;Centro Docente Privado Nuestra Señora del Milagro;Plaza Virgen del Mar, 2;04002;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.83761855878312;-2.464682137454801;950233500;elmilagrosra@hotmail.com;;
andalucia;04000614;04000614;Centro Docente Privado Virgen del Mar;Avda. Mediterráneo, 73. Ciudad Jardín;04007;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.8302452346945;-2.446426473660722;950274104;vmar@cece.es;;
andalucia;04000699;04000699;Instituto de Educación Secundaria Alhamilla;Avda. Federico García Lorca, 130;04005;Almería;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;36.84268278596958;-2.457191480763171;950156100;04000699.edu@juntadeandalucia.es;;
andalucia;04000717;04000717;Colegio de Educación Infantil y Primaria Virgen del Mar;C/ Granada, 177;04008;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.847378194041966;-2.457935227910866;950156107;04000717.edu@juntadeandalucia.es;;
andalucia;04000729;04000729;Colegio de Educación Infantil y Primaria Juan Ramón Jiménez;C/ Alfarerías, 43;04008;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.84816977081983;-2.4621552228927612;950156109;04000729.edu@juntadeandalucia.es;;
andalucia;04000730;04000730;Colegio de Educación Infantil y Primaria San Gabriel;C/ Villa de Artes, 13;04006;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.84456377183691;-2.4463140964508057;950156113;04000730.edu@juntadeandalucia.es;;
andalucia;04000766;04000766;Instituto de Educación Secundaria Azahar;C/ Juan Carlos I, s/n;04628;Antas;Almería;Andalucía;Público;ESO;37.245938284832505;-1.9205643335628792;950451949;iesazahar@iesazaharantas.com;;
andalucia;04000791;04000791;Colegio de Educación Infantil y Primaria Giner de los Ríos;C/ Cervantes, 4;04003;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.8391158151388;-2.4673962593078613;950156115;04000791.edu@juntadeandalucia.es;;
andalucia;04000808;04000808;Colegio de Educación Infantil y Primaria Inés Relaño;C/ General Luque, 31;04002;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.83806395846911;-2.4736404418945312;950156119;04000808.edu@juntadeandalucia.es;;
andalucia;04000811;04000811;Colegio de Educación Infantil y Primaria La Chanca;Avda. del Mar, s/n;04002;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.84006813105418;-2.475771353597338;950156120;04000811.edu@juntadeandalucia.es;;
andalucia;04000821;04000821;Colegio de Educación Infantil y Primaria San Valentín;C/ Burgos, 45;04007;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.83362882820511;-2.449398636817932;950156124;04000821.edu@juntadeandalucia.es;;
andalucia;04000833;04000833;Colegio de Educación Infantil y Primaria Virgen del Loreto;C/ José María Artero, 12;04007;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.83342798100735;-2.444630223704621;950156127;04000833.edu@juntadeandalucia.es;;
andalucia;04000857;04000857;Colegio de Educación Infantil y Primaria Europa José Ramos Santander;Avda. Madre María Aznar, 272;04009;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.85963485881783;-2.4439430236816406;950156697;04000857.edu@juntadeandalucia.es;;
andalucia;04000870;04000870;Colegio de Educación Infantil y Primaria Lope de Vega;C/ Chile, 42;04007;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.83275399784302;-2.4524680055974386;950156924;04000870.edu@juntadeandalucia.es;;
andalucia;04000900;04000900;Colegio de Educación Infantil y Primaria Los Almendros;Brr. Los Almendros, s/n;04009;Almería;Almería;Andalucía;Público;Infantil|Primaria|ESO;36.86331230004069;-2.4526888274275506;950156130;04000900.edu@juntadeandalucia.es;;
andalucia;04000924;04000924;Colegio de Educación Infantil y Primaria Ave María del Quemadero;C/ Barranco Bolas, 7;04008;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.84548245915057;-2.4674713611602783;950156132;04000924.edu@juntadeandalucia.es;;
andalucia;04000936;04000936;Centro Docente Privado Escuelas Profesionales de la Sagrada Familia;C/ Caravaca, 20;04005;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|FP;36.845418904;-2.455665221;950252673;almeria@safa.edu;;
andalucia;04000948;04000948;Colegio de Educación Infantil y Primaria San Fernando;C/ Rodrigo Vivas Miras, 28;04007;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.827089440079604;-2.448030710220337;950156134;04000948.edu@juntadeandalucia.es;;
andalucia;04000951;04000951;Centro Docente Privado La Salle-Chocillas;Ctra. Alhadra, 205;04009;Almería;Almería;Andalucía;Privado;Primaria|ESO;36.851455025;-2.439403299;950149976;04000951.edu@juntadeandalucia.es;;
andalucia;04000961;04000961;Centro Docente Privado Juan Pablo II Mater Asunta;Paseo San Luis, 6;04002;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.836510435719695;-2.467678855056988;950235170;secretaria@juanpablosegundoalmeria.es;;
andalucia;04000973;04000973;Colegio de Educación Infantil y Primaria Freinet;Ctra. de Ronda, 100;04006;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.83878523317288;-2.454714775085449;950156136;04000973.edu@juntadeandalucia.es;;
andalucia;04000985;04000985;Centro Específico de Educación Especial Provincial Princesa Sofía;C/ Pablo Neruda, 5;04009;Almería;Almería;Andalucía;Público;Educación Especial;36.85275665646028;-2.438055891854674;950156545;04000985.edu@juntadeandalucia.es;;
andalucia;04000997;04000997;Colegio de Educación Infantil y Primaria Francisco de Goya;Cmo. de la Cruz de Caravaca, 222;04008;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.85695067415261;-2.4613117554279142;671535578;04000997.edu@juntadeandalucia.es;;
andalucia;04001047;04001047;Centro Docente Privado Virgen de la Paz;C/ Sierra de Monteagud, s/n .- Piedras Redondas;04009;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.85973786940948;-2.4486851692199707;950140847;direccion@jesuitinasvirgenpaz.es;;
andalucia;04001072;04001072;Colegio de Educación Infantil y Primaria Ángel Suquía;C/ Sierra de Bacares, 1;04009;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.85722677204511;-2.4516376286938697;950156142;04001072.edu@juntadeandalucia.es;;
andalucia;04001141;04001141;Instituto de Educación Secundaria Nicolás Salmerón Alonso;C/ Celia Viñas, s/n;04007;Almería;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;36.83295797211826;-2.450360315339026;950156149;04001141.edu@juntadeandalucia.es;;
andalucia;04001151;04001151;Instituto de Educación Secundaria Celia Viñas;C/ Javier Sanz, 15;04004;Almería;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos;36.838004323633164;-2.4611418366167754;950156151;04001151.edu@juntadeandalucia.es;;
andalucia;04001163;04001163;Instituto de Educación Secundaria Alhadra;C/ de los Colegios, 7;04009;Almería;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;36.84869354693832;-2.44251631258485;950156930;04001163.edu@juntadeandalucia.es;;
andalucia;04001175;04001175;Centro Docente Privado San Ildefonso;Ctra. Prolongación C/ Santiago, s/n;04009;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato;36.846326865;-2.449254562;950225740;secretaria@colegiosanildefonso.es;;
andalucia;04001187;04001187;Instituto de Educación Secundaria Los Ángeles;C/ Maestría, 2;04008;Almería;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos;36.84960568378309;-2.456114888191223;671530970;04001187.edu@ieslosangeles.es ieslosangeles@gmail.com;;
andalucia;04001199;04001199;Centro Docente Privado La Salle-Virgen del Mar;Avda. Federico García Lorca, 60;04005;Almería;Almería;Andalucía;Privado;Infantil|Primaria|ESO|Bachillerato|FP;36.83923173315211;-2.4586844444274902;950220093;direccion@lasallevirgendelmar.com;;
andalucia;04001205;04001205;Centro público integrado de formación profesional Almeraya;Paseo de la Caridad, 125;04008;Almería;Almería;Andalucía;Público;FP|Adultos;36.85053410734173;-2.4679371826831584;950156552;04001205.edu@juntadeandalucia.es;;
andalucia;04001229;04001229;Colegio de Educación Infantil y Primaria Ave María del Diezmo;Otros Carrera del Mami, 110;04009;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.84687487837191;-2.437933433597209;950156166;04001229.edu@juntadeandalucia.es;;
andalucia;04001230;04001230;Escuela Infantil Mar de Alborán;Avda. Padre Méndez, s/n;04006;Almería;Almería;Andalucía;Público;Infantil;36.84028786695851;-2.453277111053467;950156542;04001230.edu@juntadeandalucia.es;;
andalucia;04001242;04001242;Escuela de Arte y Superior de Diseño Carlos Pérez Siquier;Plaza Pablo Cazard, 1;04001;Almería;Almería;Andalucía;Público;Bachillerato;36.837055021132144;-2.4642714858055115;950156158;04001242.edu@juntadeandalucia.es;;
andalucia;04001266;04001266;Colegio de Educación Infantil y Primaria Luis Siret;Avda. Santa Isabel, 29;04005;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.845698091579365;-2.456068920248491;950156168;04001266.edu@juntadeandalucia.es;;
andalucia;04001281;04001281;Colegio de Educación Infantil y Primaria Los Millares;Finca Santa Isabel, s/n;04008;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.84854753230031;-2.4657440185546875;950156173;04001281.edu@juntadeandalucia.es;;
andalucia;04001291;04001291;Centro Específico de Educación Especial C.Apoyo.I.Sordos Rosa Relaño;C/ Carrera Limoneros, 15;04080;Almería;Almería;Andalucía;Público;Educación Especial;36.83918911797789;-2.4536366108916354;950156547;04001291.edu@juntadeandalucia.es;;
andalucia;04001308;04001308;Colegio de Educación Infantil y Primaria El Puche;Avda. Mare Nostrum, 56;04009;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.84670768881958;-2.4315057056040814;950156175;04001308.edu@juntadeandalucia.es;;
andalucia;04001321;04001321;Colegio de Educación Infantil y Primaria San Bernardo;Ctra. de Níjar, s/n;04130;Almería;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.85330198469659;-2.359390317535258;950156534;04001321.edu@juntadeandalucia.es;;
andalucia;04001345;04001345;Colegio de Educación Infantil y Primaria Virgen del Mar;Plaza de la Iglesia, s/n;04150;Almería;Almería;Andalucía;Público;Infantil|Primaria|ESO;36.78043531464472;-2.2420028654298223;950156370;04001345.edu@juntadeandalucia.es;;
andalucia;04001357;04001357;Colegio de Educación Infantil y Primaria San Indalecio;Cmo. Playa, 17;04120;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.837321210147586;-2.404831051826477;950156428;04001357.edu@juntadeandalucia.es;;
andalucia;04001382;04001382;Colegio de Educación Infantil y Primaria Maestro Rodríguez Espinosa;C/ Real, 2;04160;Almería;Almería;Andalucía;Público;Infantil|Primaria;36.891838579606535;-2.2813331219864494;950010117;04001382.edu@juntadeandalucia.es;;
andalucia;04001448;04001448;Colegio de Educación Infantil y Primaria El Argar;C/ Blas Infante, 15;04628;Antas;Almería;Andalucía;Público;Infantil|Primaria;37.24718280231044;-1.9183212518692017;950451552;04001448.edu@juntadeandalucia.es;;
andalucia;04001485;04001485;Colegio de Educación Infantil y Primaria Ntra. Sra. de la Asunción;C/ La Torre, s/n;04660;Arboleas;Almería;Andalucía;Público;Infantil|Primaria|ESO|Educación Especial;37.34968055082408;-2.0754337827577274;950639916;04001485.edu@juntadeandalucia.es;;
andalucia;04001497;04001497;Instituto de Educación Secundaria Mediterráneo;Ctra. AL-153, Km 1¿5;04630;Garrucha;Almería;Andalucía;Público;ESO|Bachillerato|FP;37.18553581035483;-1.8246960639953613;950451681;04001497.edu@juntadeandalucia.es;;
andalucia;04001709;04001709;Colegio de Educación Infantil y Primaria Padre Manjón;Plaza Manuel Zamora Cruz, s/n;04410;Benahadux;Almería;Andalucía;Público;Infantil|Primaria;36.9214682305142;-2.46450925269465;950156500;04001709.edu@juntadeandalucia.es;;
andalucia;04001771;04001771;Colegio de Educación Infantil y Primaria Buenavista;C/ El Llano, 4;04713;Balanegra;Almería;Andalucía;Público;Infantil|Primaria|ESO;36.75129211739457;-2.906168645252251;950579886;04001771.edu@juntadeandalucia.es;;
andalucia;04001783;04001783;Colegio de Educación Primaria Andrés Manjón;Paseo de Cervantes, 11;04760;Berja;Almería;Andalucía;Público;Primaria;36.84699799579216;-2.9456444905249554;950579835;04001783.edu@juntadeandalucia.es;;
andalucia;04001795;04001795;Colegio de Educación Infantil y Primaria San Tesifón;Ctra. de Turón, s/n;04760;Berja;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.84333597623159;-2.9619956016540527;950579904;04001795.edu@juntadeandalucia.es;;
andalucia;04001825;04001825;Instituto de Educación Secundaria Sierra de Gádor;C/ Ramón y Cajal, 1;04760;Berja;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;36.84128388222547;-2.9466640949249268;950579548;04001825.edu@juntadeandalucia.es;;
andalucia;04001862;04001862;Centro de Educación Infantil Villa Inés;Avda. Río Andarax, s/n;04230;Huércal de Almería;Almería;Andalucía;Privado;Infantil|Primaria;36.86977752734131;-2.438644080196127;950145280;ana.escuelasinfantiles@gmail.com;;
andalucia;04001886;04001886;Colegio de Educación Infantil y Primaria Santa Cruz;C/ Suspiro, 32;04450;Canjáyar;Almería;Andalucía;Público;Infantil|Primaria;37.012724603771076;-2.741157908039554;950515903;04001886.edu@juntadeandalucia.es;;
andalucia;04001904;04001904;Escuela Municipal de Música D.Bartolomé Marín López;C/ Buenavista, s/n;04800;Albox;Almería;Andalucía;Público;Música/Danza;37.392237664779266;-2.141464948654175;950120908;escuelademusicaalbox@gmail.com;;
andalucia;04001916;04001916;Colegio de Educación Infantil y Primaria Cerro Castillo;Avda. de España, 1;04850;Cantoria;Almería;Andalucía;Público;Infantil|Primaria;37.35353958235711;-2.189928957986808;950639918;04001916.edu@juntadeandalucia.es;;
andalucia;04001931;04001931;Instituto de Educación Secundaria Valle del Almanzora;Avda. España, 33;04850;Cantoria;Almería;Andalucía;Público;ESO|Bachillerato;37.353562517462336;-2.1870554462543623;950639924;04001931.edu@juntadeandalucia.es;;
andalucia;04001965;04001965;Colegio de Educación Infantil y Primaria Simón Fuentes;Avda. Joan Manuel Serrat, 149;04140;Carboneras;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;37.00617503531533;-1.8949066045764766;950451671;04001965.edu@juntadeandalucia.es;;
andalucia;04002027;04002027;Colegio de Educación Infantil y Primaria Álvarez Sotomayor;C/ Hermanos Machado, 30;04610;Cuevas del Almanzora;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;37.292940700291645;-1.8764235998985441;950451703;04002027.edu@juntadeandalucia.es;;
andalucia;04002039;04002039;Colegio de Educación Infantil y Primaria Ntra. Sra. del Carmen;C/ Rulador, 2;04610;Cuevas del Almanzora;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;37.29662633914579;-1.884194997528084;950451608;04002039.edu@juntadeandalucia.es;;
andalucia;04002052;04002052;Instituto de Educación Secundaria Jaroso;Avda. Carlos Herrera, 25;04610;Cuevas del Almanzora;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;37.29222345474887;-1.877313077209692;950451705;04002052.edu@juntadeandalucia.es;;
andalucia;04002118;04002118;Colegio de Educación Infantil y Primaria Alarcón Fernández de Arellano;Avda. Andalucía, 7;04617;Cuevas del Almanzora;Almería;Andalucía;Público;Infantil|Primaria;37.24966545360816;-1.8030386939830123;950451568;04002118.edu@juntadeandalucia.es;;
andalucia;04002179;04002179;Colegio de Educación Infantil y Primaria Jerónima Reche;C/ Aurora, 1;04825;Chirivel;Almería;Andalucía;Público;Infantil|Primaria|ESO;37.59558473460973;-2.2684115828760696;950419923;04002179.edu@juntadeandalucia.es;;
andalucia;04002180;04002180;Colegio de Educación Infantil y Primaria Santa María del Águila;C/ Manuel de Falla, 7;04710;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.78407141941106;-2.7766576409339905;950579936;04002180.edu@juntadeandalucia.es;;
andalucia;04002192;04002192;Colegio de Educación Infantil y Primaria Miguel Servet;C/ Góngora, 103;04712;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.72915513565953;-2.883809208869934;950579941;04002192.edu@juntadeandalucia.es;;
andalucia;04002234;04002234;Colegio de Educación Infantil y Primaria Luis Vives;C/ Padre Rubio, 42;04750;Dalías;Almería;Andalucía;Público;Infantil|Primaria;36.82536657168974;-2.8715248113722964;950579942;;;
andalucia;04002246;04002246;Centro de Educación Infantil Arcilla;C/ José Ojeda, 2;04740;Roquetas de Mar;Almería;Andalucía;Privado;Infantil|Primaria;36.75693422538086;-2.6075860869386402;667003848;ceiarcillaroquetas@gmail.com;;
andalucia;04002258;04002258;Colegio de Educación Infantil y Primaria Santiago Ramón y Cajal;C/ Príncipes de España, 15;04700;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.78173961608068;-2.8168938138258;697951521;04002258.edu@juntadeandalucia.es;;
andalucia;04002261;04002261;Colegio de Educación Infantil y Primaria Diego Velázquez;Avda. Príncipes de España, 13;04700;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.781671869819384;-2.817767858505249;950579950;ceipdieg.edu@juntadeandalucia.es;;
andalucia;04002271;04002271;Colegio de Educación Infantil y Primaria Loma de Santo Domingo;C/ Alonso Ojeda, 19;04700;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.77034549722689;-2.8025436401367187;950579814;04002271.edu@juntadeandalucia.es;;
andalucia;04002283;04002283;Colegio de Educación Infantil y Primaria José Salazar;C/ Venezuela, 1. Aptdo. correos 10;04700;El Ejido;Almería;Andalucía;Público;Infantil|Primaria;36.771716266377375;-2.8205037117004394;950579553;04002283.edu@juntadeandalucia.es;;
andalucia;04002295;04002295;Centro Docente Privado Divina Infantita;Plaza Párroco José Jiménez, 16;04700;El Ejido;Almería;Andalucía;Privado;Infantil|Primaria|ESO;36.77540733794145;-2.814769148826599;631446370;secretaria@einelejido.org;;
andalucia;04002313;04002313;Instituto de Educación Secundaria Santo Domingo;Avda. Oasis, 135;04700;El Ejido;Almería;Andalucía;Público;ESO|Bachillerato|FP|Adultos|Educación Especial;36.76696039065149;-2.801135309582719;950579820;04002313.edu@juntadeandalucia.es;;
andalucia;04002349;04002349;Colegio de Educación Infantil y Primaria Solymar;C/ Ibiza, 28;04715;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|ESO|Educación Especial;36.72315719960911;-2.839815616607666;950579829;04002349.edu@juntadeandalucia.es;;
andalucia;04002350;04002350;Colegio de Educación Primaria San Ignacio de Loyola;C/ San Ignacio, 20;04716;El Ejido;Almería;Andalucía;Público;Primaria;36.75896571014418;-2.7548297426193357;950579580;04002350.edu@juntadeandalucia.es;;
andalucia;04002362;04002362;Colegio de Educación Infantil y Primaria Artero Pérez;C/ Cuatro Vientos, 122;04713;El Ejido;Almería;Andalucía;Público;Infantil|Primaria|ESO;36.76635427261065;-2.8483983840515066;950156703;04002362.edu@juntadeandalucia.es;;
andalucia;04002489;04002489;Colegio de Educación Infantil y Primaria San Pedro Apóstol;C/ Profesor Tierno Galván, s/n;04745;La Mojonera;Almería;Andalucía;Público;Infantil|Primaria;36.7525137659786;-2.6854431120416393;950156706;04002489.edu@juntadeandalucia.es;;
andalucia;04002507;04002507;Colegio de Educación Infantil y Primaria Rafaela Fernández;C/ Oceanía, 12;04869;Fines;Almería;Andalucía;Público;Infantil|Primaria|ESO;37.361740428651856;-2.2639778499230942;950639907;04002507.edu@juntadeandalucia.es;;
andalucia;04002519;04002519;Colegio de Educación Infantil y Primaria San Sebastián;C/ Pedro Tena, 1;04500;Fiñana;Almería;Andalucía;Público;Infantil|Primaria;37.168899047802846;-2.838479317475503;950359527;04002519.edu@juntadeandalucia.es;;
andalucia;04002532;04002532;Instituto de Educación Secundaria Sierra Nevada;Avda. Juan Aparicio, 3;04500;Fiñana;Almería;Andalucía;Público;ESO|Bachillerato|FP|Educación Especial;37.16886679645053;-2.8394584709498076;950359515;04002532.edu@juntadeandalucia.es;;
andalucia;04002593;04002593;Colegio de Educación Infantil y Primaria Soledad Alonso Drysdale;C/ La Paz, 11;04560;Gádor;Almería;Andalucía;Público;Infantil|Primaria|Educación Especial;36.95280477240474;-2.4921315908432007;950156708;"04002593.edu@juntadeandalucia.es; ceipgador@gmail.com";;
andalucia;04002601;04002601;Colegio de Educación Infantil y Primaria Juan XXIII;Avda. Juan XXIII, s/n;04280;Los Gallardos;Almería;Andalucía;Público;Infantil|Primaria|ESO|Educación Especial;37.168992971054195;-1.9418416204586037;950451910;04002601.edu@juntadeandalucia.es;;
